MemoryAddress: 2298
Unit Of Measure: FT
Calibration Factor #1: 8124
Calibration Factor #2: 15105
Logger ID: #B08856
Job Number: twisp
Well Number: low10
Depth Below Datum : 0000.01
Sampling Interval: 1 hrs.
Start Date: 19/10/31 15:01:09
   Date          Time       Uncomp. HT. WTR  Comp. HT. WTR      Comp. DEPTH WTR  Temp.    Comp. Flag
                                       Above Transd.         Above Transd.           To Datum                  °C 
19/12/04   14:00:00            31.065              -0.428                          0.438                     23.06          0
19/12/04   15:00:00            31.056              -0.436                          0.446                     22.69          0
19/12/04   16:00:00            31.065              -0.428                          0.438                     22.88          0
19/12/04   17:00:00            31.069              -0.424                          0.434                     23.06          0
19/12/04   18:00:00            31.073              -0.420                          0.430                     22.88          0
19/12/04   19:00:00            31.085              -0.407                          0.417                     22.50          0
19/12/04   20:00:00            31.085              -0.407                          0.417                     24.31          0
19/12/04   21:00:00            31.114              -0.378                          0.388                     25.81          0
19/12/04   22:00:00            31.127              -0.366                          0.376                     25.13          0
19/12/04   23:00:00            31.156              -0.336                          0.346                     24.25          0
19/12/05   00:00:00            31.173              -0.320                          0.330                     26.50          0
19/12/05   01:00:00            31.181              -0.312                          0.322                     27.13          0
19/12/05   02:00:00            31.193              -0.299                          0.309                     26.00          0
19/12/05   03:00:00            31.214              -0.278                          0.288                     24.88          0
19/12/05   04:00:00            31.210              -0.282                          0.292                     26.75          0
19/12/05   05:00:00            31.214              -0.278                          0.288                     27.44          0
19/12/05   06:00:00            31.222              -0.270                          0.280                     26.31          0
19/12/05   07:00:00            31.231              -0.262                          0.272                     25.06          0
19/12/05   08:00:00            31.247              -0.245                          0.255                     25.06          0
19/12/05   09:00:00            31.256              -0.237                          0.247                     27.38          0
19/12/05   10:00:00            31.281              -0.212                          0.222                     27.06          0
19/12/05   11:00:00            31.306              -0.187                          0.197                     25.94          0
19/12/05   12:00:00            31.289              -0.204                          0.214                     24.94          0
19/12/05   13:00:00            31.281              -0.212                          0.222                     24.25          0
19/12/05   14:00:00            31.281              -0.212                          0.222                     23.69          0
19/12/05   15:00:00            31.276              -0.216                          0.226                     23.25          0
19/12/05   16:00:00            31.281              -0.212                          0.222                     22.94          0
19/12/05   17:00:00            31.293              -0.199                          0.209                     22.69          0
19/12/05   18:00:00            31.289              -0.204                          0.214                     23.38          0
19/12/05   19:00:00            31.301              -0.191                          0.201                     23.94          0
19/12/05   20:00:00            31.314              -0.179                          0.189                     23.75          0
19/12/05   21:00:00            31.301              -0.191                          0.201                     24.06          0
19/12/05   22:00:00            31.301              -0.191                          0.201                     25.44          0
19/12/05   23:00:00            31.297              -0.195                          0.205                     25.13          0
19/12/06   00:00:00            31.306              -0.187                          0.197                     24.25          0
19/12/06   01:00:00            31.281              -0.212                          0.222                     23.50          0
19/12/06   02:00:00            31.285              -0.208                          0.218                     22.94          0
19/12/06   03:00:00            31.272              -0.220                          0.230                     22.50          0
19/12/06   04:00:00            31.260              -0.233                          0.243                     22.13          0
19/12/06   05:00:00            31.252              -0.241                          0.251                     21.75          0
19/12/06   06:00:00            31.256              -0.237                          0.247                     21.56          0
19/12/06   07:00:00            31.260              -0.233                          0.243                     21.31          0
19/12/06   08:00:00            31.260              -0.233                          0.243                     21.13          0
19/12/06   09:00:00            31.281              -0.212                          0.222                     20.94          0
19/12/06   10:00:00            31.272              -0.220                          0.230                     20.81          0
19/12/06   11:00:00            31.276              -0.216                          0.226                     20.63          0
19/12/06   12:00:00            31.272              -0.220                          0.230                     20.69          0
19/12/06   13:00:00            31.247              -0.245                          0.255                     21.06          0
19/12/06   14:00:00            31.214              -0.278                          0.288                     21.38          0
19/12/06   15:00:00            31.202              -0.291                          0.301                     22.13          0
19/12/06   16:00:00            31.185              -0.307                          0.317                     22.31          0
19/12/06   17:00:00            31.173              -0.320                          0.330                     22.13          0
19/12/06   18:00:00            31.160              -0.332                          0.342                     22.25          0
19/12/06   19:00:00            31.148              -0.345                          0.355                     22.50          0
19/12/06   20:00:00            31.139              -0.353                          0.363                     22.31          0
19/12/06   21:00:00            31.131              -0.361                          0.371                     21.94          0
19/12/06   22:00:00            31.119              -0.374                          0.384                     21.63          0
19/12/06   23:00:00            31.119              -0.374                          0.384                     21.31          0
19/12/07   00:00:00            31.094              -0.399                          0.409                     21.06          0
19/12/07   01:00:00            31.077              -0.415                          0.425                     20.81          0
19/12/07   02:00:00            31.036              -0.457                          0.467                     20.63          0
19/12/07   03:00:00            31.027              -0.465                          0.475                     20.50          0
19/12/07   04:00:00            31.006              -0.486                          0.496                     20.31          0
19/12/07   05:00:00            30.977              -0.515                          0.525                     20.19          0
19/12/07   06:00:00            30.952              -0.540                          0.550                     20.19          0
19/12/07   07:00:00            30.936              -0.557                          0.567                     22.50          0
19/12/07   08:00:00            30.940              -0.552                          0.562                     23.13          0
19/12/07   09:00:00            30.936              -0.557                          0.567                     24.44          0
19/12/07   10:00:00            30.944              -0.548                          0.558                     27.63          0
19/12/07   11:00:00            30.948              -0.544                          0.554                     30.19          0
19/12/07   12:00:00            30.944              -0.548                          0.558                     29.69          0
19/12/07   13:00:00            30.915              -0.577                          0.587                     27.88          0
19/12/07   14:00:00            30.919              -0.573                          0.583                     26.31          0
19/12/07   15:00:00            30.898              -0.594                          0.604                     25.19          0
19/12/07   16:00:00            30.898              -0.594                          0.604                     24.31          0
19/12/07   17:00:00            30.919              -0.573                          0.583                     23.63          0
19/12/07   18:00:00            30.923              -0.569                          0.579                     23.06          0
19/12/07   19:00:00            30.936              -0.557                          0.567                     22.63          0
19/12/07   20:00:00            30.940              -0.552                          0.562                     22.25          0
19/12/07   21:00:00            30.936              -0.557                          0.567                     22.88          0
19/12/07   22:00:00            30.940              -0.552                          0.562                     25.19          0
19/12/07   23:00:00            30.961              -0.532                          0.542                     25.13          0
19/12/08   00:00:00            30.965              -0.528                          0.538                     24.38          0
19/12/08   01:00:00            30.977              -0.515                          0.525                     23.56          0
19/12/08   02:00:00            30.977              -0.515                          0.525                     23.00          0
19/12/08   03:00:00            30.990              -0.503                          0.513                     25.00          0
19/12/08   04:00:00            31.006              -0.486                          0.496                     25.81          0
19/12/08   05:00:00            31.036              -0.457                          0.467                     25.13          0
19/12/08   06:00:00            31.060              -0.432                          0.442                     24.25          0
19/12/08   07:00:00            31.085              -0.407                          0.417                     23.50          0
19/12/08   08:00:00            31.123              -0.370                          0.380                     23.94          0
19/12/08   09:00:00            31.164              -0.328                          0.338                     25.94          0
19/12/08   10:00:00            31.206              -0.287                          0.297                     25.69          0
19/12/08   11:00:00            31.218              -0.274                          0.284                     24.75          0
19/12/08   12:00:00            31.239              -0.253                          0.263                     23.94          0
19/12/08   13:00:00            31.247              -0.245                          0.255                     23.31          0
19/12/08   14:00:00            31.239              -0.253                          0.263                     25.13          0
19/12/08   15:00:00            31.268              -0.224                          0.234                     25.94          0
19/12/08   16:00:00            31.293              -0.199                          0.209                     25.25          0
19/12/08   17:00:00            31.310              -0.183                          0.193                     24.38          0
19/12/08   18:00:00            31.326              -0.166                          0.176                     23.69          0
19/12/08   19:00:00            31.360              -0.133                          0.143                     23.25          0
19/12/08   20:00:00            31.364              -0.129                          0.139                     25.50          0
19/12/08   21:00:00            31.368              -0.125                          0.135                     26.06          0
19/12/08   22:00:00            31.376              -0.116                          0.126                     25.25          0
19/12/08   23:00:00            31.405              -0.087                          0.097                     24.38          0
19/12/09   00:00:00            31.401              -0.091                          0.101                     23.63          0
19/12/09   01:00:00            31.414              -0.079                          0.089                     23.88          0
19/12/09   02:00:00            31.414              -0.079                          0.089                     26.31          0
19/12/09   03:00:00            31.434              -0.058                          0.068                     26.19          0
19/12/09   04:00:00            31.447              -0.046                          0.056                     25.25          0
19/12/09   05:00:00            31.463              -0.029                          0.039                     24.31          0
19/12/09   06:00:00            31.463              -0.029                          0.039                     23.63          0
19/12/09   07:00:00            31.468              -0.025                          0.035                     25.56          0
19/12/09   08:00:00            31.463              -0.029                          0.039                     26.31          0
19/12/09   09:00:00            31.484              -0.008                          0.018                     25.56          0
19/12/09   10:00:00            31.501                0.008                          0.002                     24.56         0
19/12/09   11:00:00            31.488              -0.004                          0.014                     23.81          0
19/12/09   12:00:00            31.455              -0.037                          0.047                     23.38          0
19/12/09   13:00:00            31.443              -0.050                          0.060                     23.31          0
19/12/09   14:00:00            31.422              -0.071                          0.081                     23.13          0
19/12/09   15:00:00            31.405              -0.087                          0.097                     22.94          0
19/12/09   16:00:00            31.418              -0.075                          0.085                     23.19          0
19/12/09   17:00:00            31.422              -0.071                          0.081                     23.38          0
19/12/09   18:00:00            31.451              -0.042                          0.052                     23.19          0
19/12/09   19:00:00            31.451              -0.042                          0.052                     23.25          0
19/12/09   20:00:00            31.455              -0.037                          0.047                     23.25          0
19/12/09   21:00:00            31.468              -0.025                          0.035                     23.00          0
19/12/09   22:00:00            31.463              -0.029                          0.039                     22.63          0
19/12/09   23:00:00            31.476              -0.017                          0.027                     22.31          0
19/12/10   00:00:00            31.472              -0.021                          0.031                     22.69          0
19/12/10   01:00:00            31.472              -0.021                          0.031                     22.69          0
19/12/10   02:00:00            31.480              -0.012                          0.022                     22.44          0
19/12/10   03:00:00            31.472              -0.021                          0.031                     22.06          0
19/12/10   04:00:00            31.472              -0.021                          0.031                     22.06          0
19/12/10   05:00:00            31.459              -0.033                          0.043                     22.44          0
19/12/10   06:00:00            31.459              -0.033                          0.043                     22.31          0
19/12/10   07:00:00            31.455              -0.037                          0.047                     22.00          0
19/12/10   08:00:00            31.459              -0.033                          0.043                     21.81          0
19/12/10   09:00:00            31.463              -0.029                          0.039                     22.19          0
19/12/10   10:00:00            31.492                0.000                          0.010                     22.31         0
19/12/10   11:00:00            31.472              -0.021                          0.031                     22.19          0
19/12/10   12:00:00            31.451              -0.042                          0.052                     22.00          0
19/12/10   13:00:00            31.430              -0.062                          0.072                     22.19          0
19/12/10   14:00:00            31.389              -0.104                          0.114                     22.56          0
19/12/10   15:00:00            31.393              -0.100                          0.110                     22.50          0
19/12/10   16:00:00            31.380              -0.112                          0.122                     22.25          0
19/12/10   17:00:00            31.384              -0.108                          0.118                     22.13          0
19/12/10   18:00:00            31.355              -0.137                          0.147                     22.63          0
19/12/10   19:00:00            31.347              -0.145                          0.155                     22.69          0
19/12/10   20:00:00            31.335              -0.158                          0.168                     22.81          0
19/12/10   21:00:00            31.322              -0.170                          0.180                     22.69          0
19/12/10   22:00:00            31.330              -0.162                          0.172                     22.31          0
19/12/10   23:00:00            31.318              -0.174                          0.184                     22.63          0
19/12/11   00:00:00            31.314              -0.179                          0.189                     22.75          0
19/12/11   01:00:00            31.289              -0.204                          0.214                     22.44          0
19/12/11   02:00:00            31.281              -0.212                          0.222                     22.13          0
19/12/11   03:00:00            31.285              -0.208                          0.218                     22.50          0
19/12/11   04:00:00            31.264              -0.228                          0.238                     22.56          0
19/12/11   05:00:00            31.268              -0.224                          0.234                     22.25          0
19/12/11   06:00:00            31.252              -0.241                          0.251                     22.06          0
19/12/11   07:00:00            31.272              -0.220                          0.230                     22.44          0
19/12/11   08:00:00            31.297              -0.195                          0.205                     22.38          0
19/12/11   09:00:00            31.301              -0.191                          0.201                     22.00          0
19/12/11   10:00:00            31.322              -0.170                          0.180                     22.25          0
19/12/11   11:00:00            31.314              -0.179                          0.189                     22.44          0
19/12/11   12:00:00            31.293              -0.199                          0.209                     22.19          0
19/12/11   13:00:00            31.260              -0.233                          0.243                     21.88          0
19/12/11   14:00:00            31.247              -0.245                          0.255                     21.94          0
19/12/11   15:00:00            31.222              -0.270                          0.280                     22.31          0
19/12/11   16:00:00            31.227              -0.266                          0.276                     22.31          0
19/12/11   17:00:00            31.214              -0.278                          0.288                     22.25          0
19/12/11   18:00:00            31.206              -0.287                          0.297                     22.31          0
19/12/11   19:00:00            31.177              -0.316                          0.326                     22.44          0
19/12/11   20:00:00            31.164              -0.328                          0.338                     23.75          0
19/12/11   21:00:00            31.135              -0.357                          0.367                     24.06          0
19/12/11   22:00:00            31.119              -0.374                          0.384                     23.44          0
19/12/11   23:00:00            31.098              -0.395                          0.405                     22.81          0
19/12/12   00:00:00            31.073              -0.420                          0.430                     22.25          0
19/12/12   01:00:00            31.048              -0.444                          0.454                     22.69          0
19/12/12   02:00:00            31.052              -0.440                          0.450                     22.63          0
19/12/12   03:00:00            31.040              -0.453                          0.463                     22.19          0
19/12/12   04:00:00            31.019              -0.474                          0.484                     21.81          0
19/12/12   05:00:00            31.027              -0.465                          0.475                     21.44          0
19/12/12   06:00:00            31.027              -0.465                          0.475                     21.13          0
19/12/12   07:00:00            31.056              -0.436                          0.446                     21.94          0
19/12/12   08:00:00            31.077              -0.415                          0.425                     23.69          0
19/12/12   09:00:00            31.094              -0.399                          0.409                     23.50          0
19/12/12   10:00:00            31.119              -0.374                          0.384                     22.75          0
19/12/12   11:00:00            31.114              -0.378                          0.388                     22.19          0
19/12/12   12:00:00            31.123              -0.370                          0.380                     22.50          0
19/12/12   13:00:00            31.085              -0.407                          0.417                     23.19          0
19/12/12   14:00:00            31.077              -0.415                          0.425                     23.75          0
19/12/12   15:00:00            31.060              -0.432                          0.442                     23.63          0
19/12/12   16:00:00            31.056              -0.436                          0.446                     23.25          0
19/12/12   17:00:00            31.052              -0.440                          0.450                     23.31          0
19/12/12   18:00:00            31.073              -0.420                          0.430                     24.00          0
19/12/12   19:00:00            31.065              -0.428                          0.438                     23.94          0
19/12/12   20:00:00            31.048              -0.444                          0.454                     24.19          0
19/12/12   21:00:00            31.077              -0.415                          0.425                     24.31          0
19/12/12   22:00:00            31.094              -0.399                          0.409                     23.81          0
19/12/12   23:00:00            31.119              -0.374                          0.384                     23.13          0
19/12/13   00:00:00            31.127              -0.366                          0.376                     22.56          0
19/12/13   01:00:00            31.156              -0.336                          0.346                     22.13          0
19/12/13   02:00:00            31.181              -0.312                          0.322                     21.69          0
19/12/13   03:00:00            31.202              -0.291                          0.301                     21.38          0
19/12/13   04:00:00            31.218              -0.274                          0.284                     21.06          0
19/12/13   05:00:00            31.231              -0.262                          0.272                     20.81          0
19/12/13   06:00:00            31.235              -0.258                          0.268                     20.63          0
19/12/13   07:00:00            31.243              -0.249                          0.259                     20.44          0
19/12/13   08:00:00            31.252              -0.241                          0.251                     20.31          0
19/12/13   09:00:00            31.256              -0.237                          0.247                     21.06          0
19/12/13   10:00:00            31.276              -0.216                          0.226                     21.31          0
19/12/13   11:00:00            31.285              -0.208                          0.218                     21.19          0
19/12/13   12:00:00            31.272              -0.220                          0.230                     21.13          0
19/12/13   13:00:00            31.252              -0.241                          0.251                     21.25          0
19/12/13   14:00:00            31.227              -0.266                          0.276                     22.13          0
19/12/13   15:00:00            31.202              -0.291                          0.301                     22.44          0
19/12/13   16:00:00            31.193              -0.299                          0.309                     22.31          0
19/12/13   17:00:00            31.181              -0.312                          0.322                     22.56          0
19/12/13   18:00:00            31.193              -0.299                          0.309                     22.63          0
19/12/13   19:00:00            31.181              -0.312                          0.322                     22.44          0
19/12/13   20:00:00            31.173              -0.320                          0.330                     22.56          0
19/12/13   21:00:00            31.173              -0.320                          0.330                     22.88          0
19/12/13   22:00:00            31.164              -0.328                          0.338                     22.50          0
19/12/13   23:00:00            31.181              -0.312                          0.322                     22.19          0
19/12/14   00:00:00            31.168              -0.324                          0.334                     22.56          0
19/12/14   01:00:00            31.164              -0.328                          0.338                     22.31          0
19/12/14   02:00:00            31.164              -0.328                          0.338                     21.94          0
19/12/14   03:00:00            31.164              -0.328                          0.338                     22.25          0
19/12/14   04:00:00            31.164              -0.328                          0.338                     22.31          0
19/12/14   05:00:00            31.177              -0.316                          0.326                     21.94          0
19/12/14   06:00:00            31.160              -0.332                          0.342                     21.94          0
19/12/14   07:00:00            31.164              -0.328                          0.338                     22.25          0
19/12/14   08:00:00            31.168              -0.324                          0.334                     22.00          0
19/12/14   09:00:00            31.177              -0.316                          0.326                     21.81          0
19/12/14   10:00:00            31.181              -0.312                          0.322                     22.19          0
19/12/14   11:00:00            31.202              -0.291                          0.301                     22.00          0
19/12/14   12:00:00            31.177              -0.316                          0.326                     21.81          0
19/12/14   13:00:00            31.156              -0.336                          0.346                     22.19          0
19/12/14   14:00:00            31.148              -0.345                          0.355                     22.06          0
19/12/14   15:00:00            31.131              -0.361                          0.371                     21.75          0
19/12/14   16:00:00            31.144              -0.349                          0.359                     21.94          0
19/12/14   17:00:00            31.152              -0.341                          0.351                     22.13          0
19/12/14   18:00:00            31.148              -0.345                          0.355                     21.88          0
19/12/14   19:00:00            31.168              -0.324                          0.334                     21.63          0
19/12/14   20:00:00            31.160              -0.332                          0.342                     22.06          0
19/12/14   21:00:00            31.173              -0.320                          0.330                     22.00          0
19/12/14   22:00:00            31.164              -0.328                          0.338                     21.63          0
19/12/14   23:00:00            31.181              -0.312                          0.322                     21.88          0
19/12/15   00:00:00            31.181              -0.312                          0.322                     22.00          0
19/12/15   01:00:00            31.189              -0.303                          0.313                     21.69          0
19/12/15   02:00:00            31.193              -0.299                          0.309                     21.69          0
19/12/15   03:00:00            31.206              -0.287                          0.297                     22.06          0
19/12/15   04:00:00            31.206              -0.287                          0.297                     21.81          0
19/12/15   05:00:00            31.210              -0.282                          0.292                     21.69          0
19/12/15   06:00:00            31.214              -0.278                          0.288                     22.06          0
19/12/15   07:00:00            31.218              -0.274                          0.284                     21.81          0
19/12/15   08:00:00            31.235              -0.258                          0.268                     21.56          0
19/12/15   09:00:00            31.264              -0.228                          0.238                     22.00          0
19/12/15   10:00:00            31.297              -0.195                          0.205                     21.94          0
19/12/15   11:00:00            31.322              -0.170                          0.180                     21.63          0
19/12/15   12:00:00            31.318              -0.174                          0.184                     22.13          0
19/12/15   13:00:00            31.306              -0.187                          0.197                     22.13          0
19/12/15   14:00:00            31.318              -0.174                          0.184                     21.75          0
19/12/15   15:00:00            31.310              -0.183                          0.193                     21.56          0
19/12/15   16:00:00            31.335              -0.158                          0.168                     22.00          0
19/12/15   17:00:00            31.351              -0.141                          0.151                     21.81          0
19/12/15   18:00:00            31.380              -0.112                          0.122                     21.44          0
19/12/15   19:00:00            31.384              -0.108                          0.118                     21.81          0
19/12/15   20:00:00            31.409              -0.083                          0.093                     21.81          0
19/12/15   21:00:00            31.430              -0.062                          0.072                     21.50          0
19/12/15   22:00:00            31.459              -0.033                          0.043                     21.81          0
19/12/15   23:00:00            31.472              -0.021                          0.031                     21.88          0
19/12/16   00:00:00           31.505                   0.012                   -0.002                21.50   0
19/12/16   01:00:00           31.522                   0.029                   -0.019                21.69   0
19/12/16   02:00:00           31.546                   0.054                   -0.044                21.81   0
19/12/16   03:00:00           31.563                   0.071                   -0.061                21.50   0
19/12/16   04:00:00           31.588                   0.096                   -0.086                21.63   0
19/12/16   05:00:00           31.592                   0.100                   -0.090                21.81   0
19/12/16   06:00:00           31.600                   0.108                   -0.098                21.50   0
19/12/16   07:00:00           31.621                   0.129                   -0.119                21.69   0
19/12/16   08:00:00           31.621                   0.129                   -0.119                21.88   0
19/12/16   09:00:00           31.642                   0.150                   -0.140                21.50   0
19/12/16   10:00:00           31.667                   0.174                   -0.164                21.81   0
19/12/16   11:00:00           31.667                   0.174                   -0.164                22.00   0
19/12/16   12:00:00           31.659                   0.166                   -0.156                21.81   0
19/12/16   13:00:00           31.642                   0.150                   -0.140                22.13   0
19/12/16   14:00:00           31.630                   0.137                   -0.127                22.44   0
19/12/16   15:00:00           31.613                   0.120                   -0.110                22.44   0
19/12/16   16:00:00           31.617                   0.125                   -0.115                22.25   0
19/12/16   17:00:00           31.630                   0.137                   -0.127                21.94   0
19/12/16   18:00:00           31.634                   0.141                   -0.131                21.69   0
19/12/16   19:00:00           31.634                   0.141                   -0.131                22.13   0
19/12/16   20:00:00           31.617                   0.125                   -0.115                22.25   0
19/12/16   21:00:00           31.646                   0.154                   -0.144                22.00   0
19/12/16   22:00:00           31.638                   0.145                   -0.135                24.00   0
19/12/16   23:00:00           31.638                   0.145                   -0.135                24.69   0
19/12/17   00:00:00           31.642                   0.150                   -0.140                24.00   0
19/12/17   01:00:00           31.634                   0.141                   -0.131                24.06   0
19/12/17   02:00:00           31.609                   0.116                   -0.106                25.31   0
19/12/17   03:00:00           31.621                   0.129                   -0.119                24.81   0
19/12/17   04:00:00           31.605                   0.112                   -0.102                23.81   0
19/12/17   05:00:00           31.584                   0.091                   -0.081                24.94   0
19/12/17   06:00:00           31.592                   0.100                   -0.090                25.38   0
19/12/17   07:00:00           31.571                   0.079                   -0.069                24.56   0
19/12/17   08:00:00           31.559                   0.066                   -0.056                24.00   0
19/12/17   09:00:00           31.551                   0.058                   -0.048                25.50   0
19/12/17   10:00:00           31.546                   0.054                   -0.044                25.25   0
19/12/17   11:00:00           31.551                   0.058                   -0.048                24.38   0
19/12/17   12:00:00           31.522                   0.029                   -0.019                23.63   0
19/12/17   13:00:00            31.476              -0.017                          0.027                     23.81          0
19/12/17   14:00:00            31.459              -0.033                          0.043                     23.88          0
19/12/17   15:00:00            31.434              -0.058                          0.068                     23.19          0
19/12/17   16:00:00            31.422              -0.071                          0.081                     22.50          0
19/12/17   17:00:00            31.405              -0.087                          0.097                     22.63          0
19/12/17   18:00:00            31.397              -0.096                          0.106                     23.06          0
19/12/17   19:00:00            31.393              -0.100                          0.110                     22.81          0
19/12/17   20:00:00            31.384              -0.108                          0.118                     22.44          0
19/12/17   21:00:00            31.376              -0.116                          0.126                     22.94          0
19/12/17   22:00:00            31.376              -0.116                          0.126                     22.63          0
19/12/17   23:00:00            31.372              -0.120                          0.130                     21.81          0
19/12/18   00:00:00            31.364              -0.129                          0.139                     21.38          0
19/12/18   01:00:00            31.343              -0.150                          0.160                     22.06          0
19/12/18   02:00:00            31.343              -0.150                          0.160                     21.81          0
19/12/18   03:00:00            31.343              -0.150                          0.160                     21.31          0
19/12/18   04:00:00            31.322              -0.170                          0.180                     22.38          0
19/12/18   05:00:00            31.306              -0.187                          0.197                     22.56          0
19/12/18   06:00:00            31.285              -0.208                          0.218                     21.88          0
19/12/18   07:00:00            31.285              -0.208                          0.218                     21.63          0
19/12/18   08:00:00            31.260              -0.233                          0.243                     22.63          0
19/12/18   09:00:00            31.260              -0.233                          0.243                     22.31          0
19/12/18   10:00:00            31.243              -0.249                          0.259                     21.81          0
19/12/18   11:00:00            31.231              -0.262                          0.272                     22.19          0
